Platform,Problem ID,Problem Name,Rating,Status,Problem Link,Contest Name,Contest Date,Contest Link,Tags,Last Edit
Codeforces,1644B,Anti-Fibonacci Permutation,800,,https://codeforces.com/contest/1644/problem/B,Educational Codeforces Round 123 (Rated for Div. 2),2022-02-22,https://codeforces.com/contest/1644,"brute force, constructive algorithms, implementation",
Codeforces,1644A,Doors and Keys,800,,https://codeforces.com/contest/1644/problem/A,Educational Codeforces Round 123 (Rated for Div. 2),2022-02-22,https://codeforces.com/contest/1644,implementation,
Codeforces,1642B,Power Walking,900,,https://codeforces.com/contest/1642/problem/B,Codeforces Round #773 (Div. 2),2022-02-23,https://codeforces.com/contest/1642,greedy,
Codeforces,1642A,Hard Way,800,,https://codeforces.com/contest/1642/problem/A,Codeforces Round #773 (Div. 2),2022-02-23,https://codeforces.com/contest/1642,geometry,
Codeforces,1641F,Covering Circle,3500,,https://codeforces.com/contest/1641/problem/F,Codeforces Round #773 (Div. 1),2022-02-23,https://codeforces.com/contest/1641,geometry,
Codeforces,1641E,Special Positions,3300,,https://codeforces.com/contest/1641/problem/E,Codeforces Round #773 (Div. 1),2022-02-23,https://codeforces.com/contest/1641,"combinatorics, divide and conquer, fft, math",
Codeforces,1641D,Two Arrays,2700,,https://codeforces.com/contest/1641/problem/D,Codeforces Round #773 (Div. 1),2022-02-23,https://codeforces.com/contest/1641,"bitmasks, brute force, combinatorics, greedy, hashing, math, two pointers",
Codeforces,1641C,Anonymity Is Important,2200,,https://codeforces.com/contest/1641/problem/C,Codeforces Round #773 (Div. 1),2022-02-23,https://codeforces.com/contest/1641,"binary search, brute force, data structures, dsu, greedy, sortings",
Codeforces,1641B,Repetitions Decoding,2000,,https://codeforces.com/contest/1641/problem/B,Codeforces Round #773 (Div. 1),2022-02-23,https://codeforces.com/contest/1641,"constructive algorithms, implementation, sortings",
Codeforces,1641A,Great Sequence,1200,,https://codeforces.com/contest/1641/problem/A,Codeforces Round #773 (Div. 1),2022-02-23,https://codeforces.com/contest/1641,"brute force, greedy, sortings",
Codeforces,1252L,Road Construction,2300,,https://codeforces.com/contest/1252/problem/L,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"flows, graphs",
Codeforces,1252K,Addition Robot,2100,,https://codeforces.com/contest/1252/problem/K,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"data structures, math, matrices",
Codeforces,1252J,Tiling Terrace,2300,,https://codeforces.com/contest/1252/problem/J,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"brute force, dp",
Codeforces,1252I,Mission Possible,3000,,https://codeforces.com/contest/1252/problem/I,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,,
Codeforces,1252H,Twin Buildings,1800,,https://codeforces.com/contest/1252/problem/H,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"greedy, implementation",
Codeforces,1252G,Performance Review,2100,,https://codeforces.com/contest/1252/problem/G,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,data structures,
Codeforces,1252F,Regular Forestation,2400,,https://codeforces.com/contest/1252/problem/F,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"hashing, trees",
Codeforces,1252E,Songwriter,2200,,https://codeforces.com/contest/1252/problem/E,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"greedy, two pointers",
Codeforces,1252D,Find String in a Grid,3000,,https://codeforces.com/contest/1252/problem/D,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"data structures, dp, strings, trees",
Codeforces,1252C,Even Path,1600,,https://codeforces.com/contest/1252/problem/C,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"data structures, implementation",
Codeforces,1252B,Cleaning Robots,2300,,https://codeforces.com/contest/1252/problem/B,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,"dp, trees",
Codeforces,1252A,Copying Homework,1000,,https://codeforces.com/contest/1252/problem/A,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",2019-10-27,https://codeforces.com/contest/1252,,
Codeforces,1089M,Minegraphed,2400,,https://codeforces.com/contest/1089/problem/M,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,"constructive algorithms, graphs",
Codeforces,1089L,Lazyland,900,,https://codeforces.com/contest/1089/problem/L,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,,
Codeforces,1089K,King Kog's Reception,2400,,https://codeforces.com/contest/1089/problem/K,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,data structures,
Codeforces,1089J,JS Minification,3200,,https://codeforces.com/contest/1089/problem/J,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,"greedy, implementation",
Codeforces,1089I,Interval-Free Permutations,2600,,https://codeforces.com/contest/1089/problem/I,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,,
Codeforces,1089H,Harder Satisfiability,3400,,https://codeforces.com/contest/1089/problem/H,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,"2-sat, dfs and similar, graphs",
Codeforces,1089G,Guest Student,1500,,https://codeforces.com/contest/1089/problem/G,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,math,
Codeforces,1089F,Fractions,1900,,https://codeforces.com/contest/1089/problem/F,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,math,
Codeforces,1089E,Easy Chess,1700,,https://codeforces.com/contest/1089/problem/E,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,constructive algorithms,
Codeforces,1089D,Distance Sum,3100,,https://codeforces.com/contest/1089/problem/D,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,graphs,
Codeforces,1089C,Cactus Search,2500,,https://codeforces.com/contest/1089/problem/C,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,interactive,
Codeforces,1089B,Bimatching,3200,,https://codeforces.com/contest/1089/problem/B,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,graphs,
Codeforces,1089A,Alice the Fan,2200,,https://codeforces.com/contest/1089/problem/A,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",2018-12-02,https://codeforces.com/contest/1089,dp,
Codeforces,1070M,Algoland and Berland,3000,,https://codeforces.com/contest/1070/problem/M,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"constructive algorithms, divide and conquer, geometry",
Codeforces,1070L,Odd Federalization,2600,,https://codeforces.com/contest/1070/problem/L,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,constructive algorithms,
Codeforces,1070K,Video Posts,1100,,https://codeforces.com/contest/1070/problem/K,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,implementation,
Codeforces,1070J,Streets and Avenues in Berhattan,2300,,https://codeforces.com/contest/1070/problem/J,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,dp,
Codeforces,1070I,Privatization of Roads in Berland,2400,,https://codeforces.com/contest/1070/problem/I,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"flows, graph matchings, graphs",
Codeforces,1070H,BerOS File Suggestion,1500,,https://codeforces.com/contest/1070/problem/H,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"brute force, implementation",
Codeforces,1070G,Monsters and Potions,2300,,https://codeforces.com/contest/1070/problem/G,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"brute force, dp, greedy, implementation",
Codeforces,1070F,Debate,1500,,https://codeforces.com/contest/1070/problem/F,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,greedy,
Codeforces,1070E,Getting Deals Done,2100,,https://codeforces.com/contest/1070/problem/E,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"binary search, data structures",
Codeforces,1070D,Garbage Disposal,1300,,https://codeforces.com/contest/1070/problem/D,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,greedy,
Codeforces,1070C,Cloud Computing,2000,,https://codeforces.com/contest/1070/problem/C,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"data structures, greedy",
Codeforces,1070B,Berkomnadzor,2400,,https://codeforces.com/contest/1070/problem/B,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"data structures, greedy",
Codeforces,1070A,Find a Number,2200,,https://codeforces.com/contest/1070/problem/A,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",2018-10-20,https://codeforces.com/contest/1070,"dp, graphs, number theory, shortest paths",
Codeforces,928D,Autocompletion,1900,,https://codeforces.com/contest/928/problem/D,VK Cup 2018 - Квалификация 1,2018-02-24,https://codeforces.com/contest/928,"*special, strings, trees",
Codeforces,928C,Dependency management,1900,,https://codeforces.com/contest/928/problem/C,VK Cup 2018 - Квалификация 1,2018-02-24,https://codeforces.com/contest/928,"*special, graphs, implementation",
Codeforces,928B,Chat,1400,,https://codeforces.com/contest/928/problem/B,VK Cup 2018 - Квалификация 1,2018-02-24,https://codeforces.com/contest/928,"*special, dp",
Codeforces,928A,Login Verification,1200,,https://codeforces.com/contest/928/problem/A,VK Cup 2018 - Квалификация 1,2018-02-24,https://codeforces.com/contest/928,"*special, strings",
Codeforces,92114,Labyrinth-14,3200,,https://codeforces.com/contest/921/problem/14,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92113,Labyrinth-13,3200,,https://codeforces.com/contest/921/problem/13,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92112,Labyrinth-12,3200,,https://codeforces.com/contest/921/problem/12,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92111,Labyrinth-11,3200,,https://codeforces.com/contest/921/problem/11,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92110,Labyrinth-10,3200,,https://codeforces.com/contest/921/problem/10,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92109,Labyrinth-9,3200,,https://codeforces.com/contest/921/problem/09,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92108,Labyrinth-8,3200,,https://codeforces.com/contest/921/problem/08,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92107,Labyrinth-7,3200,,https://codeforces.com/contest/921/problem/07,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92106,Labyrinth-6,3200,,https://codeforces.com/contest/921/problem/06,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92105,Labyrinth-5,3200,,https://codeforces.com/contest/921/problem/05,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92104,Labyrinth-4,3200,,https://codeforces.com/contest/921/problem/04,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92103,Labyrinth-3,3200,,https://codeforces.com/contest/921/problem/03,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92102,Labyrinth-2,3200,,https://codeforces.com/contest/921/problem/02,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
Codeforces,92101,Labyrinth-1,3200,,https://codeforces.com/contest/921/problem/01,AIM Tech Mini Marathon 1,2018-02-01,https://codeforces.com/contest/921,,
