Platform,Problem ID,Problem Name,Rating,Status,Problem Link,Contest Name,Contest Date,Contest Link,Tags,Last Edit
Codeforces,1675G,Sorting Pancakes,2300,,https://codeforces.com/contest/1675/problem/G,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,dp,
Codeforces,1675F,Vlad and Unfinished Business,1800,,https://codeforces.com/contest/1675/problem/F,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,"dfs and similar, dp, greedy, trees",
Codeforces,1675E,"Replace With the Previous, Minimize",1500,,https://codeforces.com/contest/1675/problem/E,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,"dsu, greedy, strings",
Codeforces,1675D,Vertical Paths,1300,,https://codeforces.com/contest/1675/problem/D,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,"graphs, implementation, trees",
Codeforces,1675C,Detective Task,1100,,https://codeforces.com/contest/1675/problem/C,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,implementation,
Codeforces,1675B,Make It Increasing,900,,https://codeforces.com/contest/1675/problem/B,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,"greedy, implementation",
Codeforces,1675A,Food for Animals,800,,https://codeforces.com/contest/1675/problem/A,Codeforces Round #787 (Div. 3),2022-05-05,https://codeforces.com/contest/1675,"greedy, math",
Codeforces,1674G,Remove Directed Edges,2000,,https://codeforces.com/contest/1674/problem/G,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"dfs and similar, dp, graphs",
Codeforces,1674F,Desktop Rearrangement,1800,,https://codeforces.com/contest/1674/problem/F,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"data structures, greedy, implementation",
Codeforces,1674E,Breaking the Wall,2000,,https://codeforces.com/contest/1674/problem/E,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"binary search, brute force, constructive algorithms, greedy, math",
Codeforces,1674D,A-B-C Sort,1200,,https://codeforces.com/contest/1674/problem/D,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"constructive algorithms, implementation, sortings",
Codeforces,1674C,Infinite Replacement,1000,,https://codeforces.com/contest/1674/problem/C,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"combinatorics, implementation, strings",
Codeforces,1674B,Dictionary,800,,https://codeforces.com/contest/1674/problem/B,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"combinatorics, math",
Codeforces,1674A,Number Transformation,800,,https://codeforces.com/contest/1674/problem/A,Codeforces Round #786 (Div. 3),2022-05-02,https://codeforces.com/contest/1674,"constructive algorithms, math",
Codeforces,1673F,Anti-Theft Road Planning,2400,,https://codeforces.com/contest/1673/problem/F,Codeforces Round #785 (Div. 2),2022-04-30,https://codeforces.com/contest/1673,"bitmasks, constructive algorithms, divide and conquer, greedy, interactive, math",
Codeforces,1673E,Power or XOR?,2500,,https://codeforces.com/contest/1673/problem/E,Codeforces Round #785 (Div. 2),2022-04-30,https://codeforces.com/contest/1673,"bitmasks, combinatorics, math, number theory",
Codeforces,1673D,Lost Arithmetic Progression,1900,,https://codeforces.com/contest/1673/problem/D,Codeforces Round #785 (Div. 2),2022-04-30,https://codeforces.com/contest/1673,"combinatorics, math, number theory",
Codeforces,1673C,Palindrome Basis,1500,,https://codeforces.com/contest/1673/problem/C,Codeforces Round #785 (Div. 2),2022-04-30,https://codeforces.com/contest/1673,"brute force, dp, math, number theory",
Codeforces,1673B,A Perfectly Balanced String?,1100,,https://codeforces.com/contest/1673/problem/B,Codeforces Round #785 (Div. 2),2022-04-30,https://codeforces.com/contest/1673,"brute force, greedy, strings",
Codeforces,1673A,Subtle Substring Subtraction,800,,https://codeforces.com/contest/1673/problem/A,Codeforces Round #785 (Div. 2),2022-04-30,https://codeforces.com/contest/1673,"games, greedy, strings",
Codeforces,1671F,Permutation Counting,2700,,https://codeforces.com/contest/1671/problem/F,Educational Codeforces Round 127 (Rated for Div. 2),2022-04-22,https://codeforces.com/contest/1671,"brute force, combinatorics, dp, fft, math",
Codeforces,1671E,Preorder,2100,,https://codeforces.com/contest/1671/problem/E,Educational Codeforces Round 127 (Rated for Div. 2),2022-04-22,https://codeforces.com/contest/1671,"combinatorics, divide and conquer, dp, dsu, hashing, sortings, trees",
Codeforces,1671D,Insert a Progression,1600,,https://codeforces.com/contest/1671/problem/D,Educational Codeforces Round 127 (Rated for Div. 2),2022-04-22,https://codeforces.com/contest/1671,"brute force, constructive algorithms, greedy",
Codeforces,1671C,Dolce Vita,1200,,https://codeforces.com/contest/1671/problem/C,Educational Codeforces Round 127 (Rated for Div. 2),2022-04-22,https://codeforces.com/contest/1671,"binary search, brute force, greedy, math",
Codeforces,1671B,Consecutive Points Segment,1000,,https://codeforces.com/contest/1671/problem/B,Educational Codeforces Round 127 (Rated for Div. 2),2022-04-22,https://codeforces.com/contest/1671,"brute force, math, sortings",
Codeforces,1671A,String Building,800,,https://codeforces.com/contest/1671/problem/A,Educational Codeforces Round 127 (Rated for Div. 2),2022-04-22,https://codeforces.com/contest/1671,implementation,
Codeforces,1670F,"Jee, You See?",2400,,https://codeforces.com/contest/1670/problem/F,Codeforces Round #788 (Div. 2),2022-05-06,https://codeforces.com/contest/1670,"bitmasks, combinatorics, dp",
Codeforces,1670E,Hemose on the Tree,2200,,https://codeforces.com/contest/1670/problem/E,Codeforces Round #788 (Div. 2),2022-05-06,https://codeforces.com/contest/1670,"bitmasks, constructive algorithms, dfs and similar, trees",
Codeforces,1670D,Very Suspicious,1700,,https://codeforces.com/contest/1670/problem/D,Codeforces Round #788 (Div. 2),2022-05-06,https://codeforces.com/contest/1670,"binary search, brute force, geometry, greedy, implementation, math",
Codeforces,1670C,Where is the Pizza?,1400,,https://codeforces.com/contest/1670/problem/C,Codeforces Round #788 (Div. 2),2022-05-06,https://codeforces.com/contest/1670,"data structures, dfs and similar, dsu, graphs, implementation, math",
Codeforces,1670B,Dorms War,1100,,https://codeforces.com/contest/1670/problem/B,Codeforces Round #788 (Div. 2),2022-05-06,https://codeforces.com/contest/1670,"brute force, implementation, strings",
Codeforces,1670A,Prof. Slim,800,,https://codeforces.com/contest/1670/problem/A,Codeforces Round #788 (Div. 2),2022-05-06,https://codeforces.com/contest/1670,"greedy, implementation, sortings",
